Application:, Trigno Discover (1.7.0)
Date/Time:, 2026/9/9 下午 03:26:37
Collection Length (seconds):, 115.587
Avanti Sensor 11 (69574)
sensor mode: 50
EMG 1 Time Series (s), EMG 1 (mV), ACC X Time Series (s), ACC X (G), ACC Y Time Series (s), ACC Y (G), ACC Z Time Series (s), ACC Z (G), GYRO X Time Series (s), GYRO X (deg/s), GYRO Y Time Series (s), GYRO Y (deg/s), GYRO Z Time Series (s), GYRO Z (deg/s)
, 1259.2593 Hz, , 148.1481 Hz, , 148.1481 Hz, , 148.1481 Hz, , 148.1481 Hz, , 148.1481 Hz, , 148.1481 Hz
0, -0.0083925, 0, 0.0212402, 0, -1.0359497, 0, -0.1207886, 0, 1.1068702, 0, 8.839695, 0, 13.679389
0.0007941, -0.0082246, 0.00675, -0.0038452, 0.00675, -1.0405273, 0.00675, -0.1179199, 0.00675, 1.3969465, 0.00675, 9.2366409, 0.00675, 13.8244276
0.0015882, -0.0072175, 0.0135, -0.0180054, 0.0135, -1.0457153, 0.0135, -0.1222534, 0.0135, 1.5725191, 0.0135, 9.4503813, 0.0135, 13.8931293
0.0023824, -0.0075532, 0.02025, -0.03302, 0.02025, -1.0512085, 0.02025, -0.1226807, 0.02025, 1.9847329, 0.02025, 9.9083967, 0.02025, 13.9541988
0.0031765, -0.0092317, 0.027, -0.0356445, 0.027, -1.0512085, 0.027, -0.1254883, 0.027, 1.9236641, 0.027, 9.5648851, 0.027, 13.9847326
0.0039706, -0.0125887, 0.03375, -0.0404663, 0.03375, -1.050415, 0.03375, -0.1188965, 0.03375, 1.9541985, 0.03375, 9.4503813, 0.03375, 13.6641226
0.0047647, -0.0149386, 0.0405, -0.0337524, 0.0405, -1.0487061, 0.0405, -0.1257935, 0.0405, 2.4122138, 0.0405, 9.4885492, 0.0405, 13.7022905
0.0055588, -0.0146029, 0.04725, -0.0302124, 0.04725, -1.0437012, 0.04725, -0.1322632, 0.04725, 2.5343511, 0.04725, 9.5419846, 0.04725, 13.320611
0.0063529, -0.0157778, 0.054, -0.02948, 0.054, -1.0359497, 0.054, -0.1466675, 0.054, 2.6641221, 0.054, 9.2595415, 0.054, 12.7557249
0.0071471, -0.0149386, 0.06075, -0.0339966, 0.06075, -1.0299683, 0.06075, -0.1594238, 0.06075, 2.8167939, 0.06075, 9.2900763, 0.06075, 12.2213745
0.0079412, -0.0152743, 0.0675, -0.0618896, 0.0675, -1.0210571, 0.0675, -0.163147, 0.0675, 2.4503818, 0.0675, 10.2366409, 0.0675, 11.6641226
0.0087353, -0.0139315, 0.07425, -0.0929565, 0.07425, -1.0150757, 0.07425, -0.1460571, 0.07425, 1.7862595, 0.07425, 10.7709923, 0.07425, 11.0152674
0.0095294, -0.0139315, 0.081, -0.1104736, 0.081, -1.0247192, 0.081, -0.1307983, 0.081, 1.4961832, 0.081, 11.1145039, 0.081, 10.4656487
0.0103235, -0.0176242, 0.08775, -0.1392212, 0.08775, -1.045105, 0.08775, -0.0961304, 0.08775, 1.519084, 0.08775, 9.5038166, 0.08775, 9.8931293
0.0111176, -0.0209812, 0.0945, -0.1625977, 0.0945, -1.0405884, 0.0945, -0.0752563, 0.0945, 1.5496184, 0.0945, 5.9083967, 0.0945, 8.3893127
0.0119118, -0.0243381, 0.10125, -0.1749268, 0.10125, -1.0302734, 0.10125, -0.0605469, 0.10125, 1.4656489, 0.10125, 1.5801526, 0.10125, 7.0687022
0.0127059, -0.0238346, 0.108, -0.168457, 0.108, -1.0308228, 0.108, -0.0489502, 0.108, 1.1908396, 0.108, -2.480916, 0.108, 5.8854961
0.0135, -0.0229953, 0.11475, -0.1501465, 0.11475, -1.0245361, 0.11475, -0.0321655, 0.11475, 0.8625954, 0.11475, -6.221374, 0.11475, 4.9389315
0.0142941, -0.0240024, 0.1215, -0.1230469, 0.1215, -1.0130615, 0.1215, -0.0177612, 0.1215, 0.5877863, 0.1215, -7.7175574, 0.1215, 4.4732823
0.0150882, -0.018967, 0.12825, -0.0853882, 0.12825, -0.9985352, 0.12825, -0.0083618, 0.12825, -0.0076336, 0.12825, -10.5114508, 0.12825, 3.7709923
0.0158824, -0.018967, 0.135, -0.0484619, 0.135, -0.9939575, 0.135, 0.0026855, 0.135, -0.8167939, 0.135, -12.1374044, 0.135, 3.4732823
0.0166765, -0.0209812, 0.14175, -0.015686, 0.14175, -0.9960938, 0.14175, 0.0094604, 0.14175, -1.5572519, 0.14175, -11.480916, 0.14175, 3.351145
0.0174706, -0.0209812, 0.1485, 0.0149536, 0.1485, -0.9953003, 0.1485, 0.008606, 0.1485, -2.1450381, 0.1485, -9.3664122, 0.1485, 3.2824428
0.0182647, -0.0196384, 0.15525, 0.0390625, 0.15525, -0.9952393, 0.15525, -0.0064087, 0.15525, -2.6412213, 0.15525, -6.3740458, 0.15525, 3.5954199
