Application:, Trigno Discover (1.7.0)
Date/Time:, 2026/9/9 下午 02:49:02
Collection Length (seconds):, 119.2995
Avanti Sensor 11 (69574)
sensor mode: 50
EMG 1 Time Series (s), EMG 1 (mV), ACC X Time Series (s), ACC X (G), ACC Y Time Series (s), ACC Y (G), ACC Z Time Series (s), ACC Z (G), GYRO X Time Series (s), GYRO X (deg/s), GYRO Y Time Series (s), GYRO Y (deg/s), GYRO Z Time Series (s), GYRO Z (deg/s)
, 1259.2593 Hz, , 148.1481 Hz, , 148.1481 Hz, , 148.1481 Hz, , 148.1481 Hz, , 148.1481 Hz, , 148.1481 Hz
0, -0.0285344, 0, 0.0790405, 0, -0.9908447, 0, -0.2609253, 0, 0.6030535, 0, 0.3053435, 0, -3.5038168
0.0007941, -0.0229953, 0.00675, 0.0786133, 0.00675, -0.991333, 0.00675, -0.2611694, 0.00675, 0.5419847, 0.00675, 0.3740458, 0.00675, -3.480916
0.0015882, -0.0166171, 0.0135, 0.0784912, 0.0135, -0.9910889, 0.0135, -0.2615356, 0.0135, 0.6870229, 0.0135, 0.389313, 0.0135, -3.3435113
0.0023824, -0.0117494, 0.02025, 0.0776367, 0.02025, -0.9918823, 0.02025, -0.263855, 0.02025, 0.7328244, 0.02025, 0.519084, 0.02025, -3.3358779
0.0031765, -0.0045319, 0.027, 0.0771484, 0.027, -0.9890747, 0.027, -0.2609253, 0.027, 0.648855, 0.027, 0.4198473, 0.027, -3.2366412
0.0039706, -0.0035248, 0.03375, 0.0761719, 0.03375, -0.9907227, 0.03375, -0.2610474, 0.03375, 0.5725191, 0.03375, 0.3435115, 0.03375, -3.3129771
0.0047647, -0.0038605, 0.0405, 0.0742798, 0.0405, -0.9914551, 0.0405, -0.2579346, 0.0405, 0.6335878, 0.0405, 0.4351145, 0.0405, -3.3129771
0.0055588, -0.0043641, 0.04725, 0.0758057, 0.04725, -0.9935303, 0.04725, -0.2609863, 0.04725, 0.7251908, 0.04725, 0.1221374, 0.04725, -3.5038168
0.0063529, -0.005539, 0.054, 0.0783081, 0.054, -0.9938965, 0.054, -0.2572021, 0.054, 0.7480916, 0.054, 0.0916031, 0.054, -3.3358779
