Application:, Trigno Discover (1.7.0)
Date/Time:, 2026/9/9 上午 10:46:46
Collection Length (seconds):, 41.4315
Avanti Sensor 11 (69574)
sensor mode: 50
EMG 1 Time Series (s), EMG 1 (mV), ACC X Time Series (s), ACC X (G), ACC Y Time Series (s), ACC Y (G), ACC Z Time Series (s), ACC Z (G), GYRO X Time Series (s), GYRO X (deg/s), GYRO Y Time Series (s), GYRO Y (deg/s), GYRO Z Time Series (s), GYRO Z (deg/s)
, 1259.2593 Hz, , 148.1481 Hz, , 148.1481 Hz, , 148.1481 Hz, , 148.1481 Hz, , 148.1481 Hz, , 148.1481 Hz
0, -0.0161135, 0, -0.0389404, 0, -1.0020752, 0, -0.1186523, 0, -0.5572519, 0, 2.3816793, 0, -3.1908398
0.0007941, -0.014435, 0.00675, -0.0426025, 0.00675, -0.9989624, 0.00675, -0.1316528, 0.00675, -0.5343512, 0.00675, 2.3129771, 0.00675, -3.1832061
0.0015882, -0.0142672, 0.0135, -0.0471802, 0.0135, -0.9976196, 0.0135, -0.1357422, 0.0135, -0.8549618, 0.0135, 2, 0.0135, -2.961832
0.0023824, -0.0114137, 0.02025, -0.0488892, 0.02025, -0.9983521, 0.02025, -0.1281738, 0.02025, -0.8396947, 0.02025, 1.6870229, 0.02025, -3.0076337
0.0031765, -0.0119173, 0.027, -0.0401001, 0.027, -0.9996948, 0.027, -0.1196289, 0.027, -0.8244275, 0.027, 1.480916, 0.027, -2.8625953
0.0039706, -0.0115816, 0.03375, -0.0425415, 0.03375, -0.9960938, 0.03375, -0.1209106, 0.03375, -0.6870229, 0.03375, 1.091603, 0.03375, -3.1526718
0.0047647, -0.0129244, 0.0405, -0.0502319, 0.0405, -0.9973755, 0.0405, -0.1221313, 0.0405, -0.8091603, 0.0405, 1.9923664, 0.0405, -2.5038168
0.0055588, -0.0159457, 0.04725, -0.0435181, 0.04725, -0.9974976, 0.04725, -0.1155396, 0.04725, -0.2519084, 0.04725, 2.7862597, 0.04725, -2.5114503
0.0063529, -0.0224918, 0.054, -0.0389404, 0.054, -0.9953003, 0.054, -0.1204224, 0.054, 0.6259542, 0.054, 2.0152671, 0.054, -3.3969467
0.0071471, -0.023331, 0.06075, -0.0449829, 0.06075, -0.9988403, 0.06075, -0.1224976, 0.06075, 0.3969466, 0.06075, 1.870229, 0.06075, -3.6793892
