Application:, Trigno Discover (1.7.0)
Date/Time:, 2026/9/9 下午 03:29:44
Collection Length (seconds):, 105.327
Avanti Sensor 11 (69574)
sensor mode: 50
EMG 1 Time Series (s), EMG 1 (mV), ACC X Time Series (s), ACC X (G), ACC Y Time Series (s), ACC Y (G), ACC Z Time Series (s), ACC Z (G), GYRO X Time Series (s), GYRO X (deg/s), GYRO Y Time Series (s), GYRO Y (deg/s), GYRO Z Time Series (s), GYRO Z (deg/s)
, 1259.2593 Hz, , 148.1481 Hz, , 148.1481 Hz, , 148.1481 Hz, , 148.1481 Hz, , 148.1481 Hz, , 148.1481 Hz
0, -0.0162814, 0, -0.0175171, 0, -1.005127, 0, -0.1431274, 0, 0.6335878, 0, 0.480916, 0, -2.9694657
0.0007941, -0.0199741, 0.00675, -0.020752, 0.00675, -1.0085449, 0.00675, -0.1421509, 0.00675, 0.8244275, 0.00675, 0.5572519, 0.00675, -3.0458016
0.0015882, -0.0172885, 0.0135, -0.0198364, 0.0135, -1.0065918, 0.0135, -0.1416626, 0.0135, 0.9160305, 0.0135, 0.4656489, 0.0135, -2.9465649
0.0023824, -0.0169528, 0.02025, -0.0184937, 0.02025, -1.0040283, 0.02025, -0.1445312, 0.02025, 1.1068702, 0.02025, 0.2366412, 0.02025, -2.9465649
0.0031765, -0.0149386, 0.027, -0.0159912, 0.027, -1.0026245, 0.027, -0.1434326, 0.027, 1.221374, 0.027, 0.3053435, 0.027, -2.9694657
0.0039706, -0.0186313, 0.03375, -0.0126953, 0.03375, -1.006897, 0.03375, -0.1479492, 0.03375, 1.1755725, 0.03375, 0.4122137, 0.03375, -2.8091602
0.0047647, -0.0193027, 0.0405, -0.0147095, 0.0405, -1.0088501, 0.0405, -0.1412354, 0.0405, 0.9923664, 0.0405, 0.6793893, 0.0405, -2.8320611
0.0055588, -0.0206455, 0.04725, -0.0155029, 0.04725, -1.0073242, 0.04725, -0.1428223, 0.04725, 1.221374, 0.04725, 0.5267175, 0.04725, -2.9923663
0.0063529, -0.0236667, 0.054, -0.0189819, 0.054, -1.0106201, 0.054, -0.1439819, 0.054, 1.038168, 0.054, 0.5572519, 0.054, -2.8244274
0.0071471, -0.0223239, 0.06075, -0.0183716, 0.06075, -1.0088501, 0.06075, -0.1425781, 0.06075, 1.038168, 0.06075, 0.7099237, 0.06075, -2.9694657
0.0079412, -0.0243381, 0.0675, -0.0204468, 0.0675, -1.0062256, 0.0675, -0.1401367, 0.0675, 0.8473282, 0.0675, 0.7480916, 0.0675, -2.9312978
0.0087353, -0.0283665, 0.07425, -0.0210571, 0.07425, -1.0046387, 0.07425, -0.1390991, 0.07425, 0.480916, 0.07425, 0.8931298, 0.07425, -2.7709923
0.0095294, -0.0280308, 0.081, -0.0216675, 0.081, -1.008606, 0.081, -0.1425171, 0.081, 0.4503817, 0.081, 0.5877863, 0.081, -2.7862597
0.0103235, -0.0246738, 0.08775, -0.0223389, 0.08775, -1.0076294, 0.08775, -0.1469727, 0.08775, 0.2290076, 0.08775, 0.3969466, 0.08775, -2.9694657
0.0111176, -0.0256809, 0.0945, -0.0181274, 0.0945, -1.0031128, 0.0945, -0.1470947, 0.0945, -0.3053435, 0.0945, 0.2977099, 0.0945, -3
