Application:, Trigno Discover (1.7.0)
Date/Time:, 2026/9/9 下午 12:05:40
Collection Length (seconds):, 43.146
Avanti Sensor 11 (69574)
sensor mode: 50
EMG 1 Time Series (s), EMG 1 (mV), ACC X Time Series (s), ACC X (G), ACC Y Time Series (s), ACC Y (G), ACC Z Time Series (s), ACC Z (G), GYRO X Time Series (s), GYRO X (deg/s), GYRO Y Time Series (s), GYRO Y (deg/s), GYRO Z Time Series (s), GYRO Z (deg/s)
, 1259.2593 Hz, , 148.1481 Hz, , 148.1481 Hz, , 148.1481 Hz, , 148.1481 Hz, , 148.1481 Hz, , 148.1481 Hz
0, -0.0135958, 0, -0.0889893, 0, -0.9612427, 0, -0.374939, 0, 0.5419847, 0, 0.9160305, 0, -2.8091602
0.0007941, -0.0135958, 0.00675, -0.0918579, 0.00675, -0.9586792, 0.00675, -0.3771973, 0.00675, 0.5954198, 0.00675, 0.8320611, 0.00675, -2.8625953
0.0015882, -0.0115816, 0.0135, -0.0907593, 0.0135, -0.9598999, 0.0135, -0.3761597, 0.0135, 0.4656489, 0.0135, 0.8778626, 0.0135, -2.9007633
0.0023824, -0.0115816, 0.02025, -0.0904541, 0.02025, -0.9595947, 0.02025, -0.3787842, 0.02025, 0.4427481, 0.02025, 0.8167939, 0.02025, -2.778626
0.0031765, -0.012253, 0.027, -0.0895386, 0.027, -0.9608154, 0.027, -0.3779907, 0.027, 0.5648855, 0.027, 0.8320611, 0.027, -3.0076337
0.0039706, -0.0109102, 0.03375, -0.0896606, 0.03375, -0.9594116, 0.03375, -0.3818359, 0.03375, 0.519084, 0.03375, 0.7251908, 0.03375, -2.9541984
0.0047647, -0.0105745, 0.0405, -0.0905151, 0.0405, -0.9594727, 0.0405, -0.3865356, 0.0405, 0.6641222, 0.0405, 0.7099237, 0.0405, -3.038168
0.0055588, -0.0102388, 0.04725, -0.0884399, 0.04725, -0.9587402, 0.04725, -0.3857422, 0.04725, 0.7175573, 0.04725, 0.7938932, 0.04725, -2.7862597
0.0063529, -0.0112459, 0.054, -0.0896606, 0.054, -0.9602051, 0.054, -0.3851929, 0.054, 0.6717557, 0.054, 0.8473282, 0.054, -2.8396947
0.0071471, -0.0072175, 0.06075, -0.086853, 0.06075, -0.9598389, 0.06075, -0.3842163, 0.06075, 0.6564885, 0.06075, 1.0763359, 0.06075, -2.870229
0.0079412, -0.0112459, 0.0675, -0.0856323, 0.0675, -0.9581299, 0.0675, -0.3872681, 0.0675, 0.5954198, 0.0675, 1.1832061, 0.0675, -2.6335878
0.0087353, -0.0142672, 0.07425, -0.0878906, 0.07425, -0.9644165, 0.07425, -0.3807373, 0.07425, 0.5038168, 0.07425, 1.5343511, 0.07425, -2.5267177
0.0095294, -0.0135958, 0.081, -0.090332, 0.081, -0.9674683, 0.081, -0.3766479, 0.081, 0.9847328, 0.081, 1.8396946, 0.081, -2.6030533
0.0103235, -0.0159457, 0.08775, -0.0999756, 0.08775, -0.9569092, 0.08775, -0.3900757, 0.08775, 1.0610687, 0.08775, 0.7938932, 0.08775, -2.8625953
0.0111176, -0.0166171, 0.0945, -0.1005859, 0.0945, -0.9558716, 0.0945, -0.394104, 0.0945, 0.8625954, 0.0945, -0.1221374, 0.0945, -2.8625953
0.0119118, -0.01561, 0.10125, -0.0994873, 0.10125, -0.9536133, 0.10125, -0.3889771, 0.10125, 0.9160305, 0.10125, 0.1603053, 0.10125, -2.8244274
0.0127059, -0.0164492, 0.108, -0.1002197, 0.108, -0.9578247, 0.108, -0.3845825, 0.108, 1, 0.108, 0.7328244, 0.108, -2.8931298
0.0135, -0.0191348, 0.11475, -0.0948486, 0.11475, -0.9607544, 0.11475, -0.3919067, 0.11475, 1.0687023, 0.11475, 0.908397, 0.11475, -3.1832061
0.0142941, -0.018967, 0.1215, -0.0944214, 0.1215, -0.9594727, 0.1215, -0.3905029, 0.1215, 1.4198474, 0.1215, 0.8091603, 0.1215, -3.1526718
0.0150882, -0.0216526, 0.12825, -0.0910645, 0.12825, -0.9588013, 0.12825, -0.3878784, 0.12825, 1.6412214, 0.12825, 0.778626, 0.12825, -3.1145039
