Application:, Trigno Discover (1.7.0)
Date/Time:, 2026/9/9 上午 11:30:21
Collection Length (seconds):, 39.5685
Avanti Sensor 11 (69574)
sensor mode: 50
EMG 1 Time Series (s), EMG 1 (mV), ACC X Time Series (s), ACC X (G), ACC Y Time Series (s), ACC Y (G), ACC Z Time Series (s), ACC Z (G), GYRO X Time Series (s), GYRO X (deg/s), GYRO Y Time Series (s), GYRO Y (deg/s), GYRO Z Time Series (s), GYRO Z (deg/s)
, 1259.2593 Hz, , 148.1481 Hz, , 148.1481 Hz, , 148.1481 Hz, , 148.1481 Hz, , 148.1481 Hz, , 148.1481 Hz
0, -0.012253, 0, -0.0458984, 0, -0.9984741, 0, -0.1806641, 0, 1.7022901, 0, 1.1526718, 0, -3.7099237
0.0007941, -0.0199741, 0.00675, -0.0460205, 0.00675, -1.0043945, 0.00675, -0.1802979, 0.00675, 1.610687, 0.00675, 1.4274809, 0.00675, -3.7175572
0.0015882, -0.0229953, 0.0135, -0.0455322, 0.0135, -1.0039062, 0.0135, -0.1802368, 0.0135, 1.8015267, 0.0135, 1.4580153, 0.0135, -3.6183207
0.0023824, -0.0243381, 0.02025, -0.0494385, 0.02025, -1.0038452, 0.02025, -0.1813354, 0.02025, 1.7938931, 0.02025, 1.221374, 0.02025, -3.7938931
0.0031765, -0.0260166, 0.027, -0.0523682, 0.027, -1.0006714, 0.027, -0.1758423, 0.027, 1.4961832, 0.027, 0.9923664, 0.027, -3.6564887
0.0039706, -0.024506, 0.03375, -0.0512085, 0.03375, -1.0010376, 0.03375, -0.1801147, 0.03375, 1.6717557, 0.03375, 1.0305344, 0.03375, -3.7557251
0.0047647, -0.026688, 0.0405, -0.0515747, 0.0405, -1.0001221, 0.0405, -0.1801147, 0.0405, 1.5954199, 0.0405, 0.6946565, 0.0405, -3.610687
0.0055588, -0.0270237, 0.04725, -0.0469971, 0.04725, -1.0023193, 0.04725, -0.1783447, 0.04725, 1.4122137, 0.04725, 0.8167939, 0.04725, -3.9236641
0.0063529, -0.0199741, 0.054, -0.046875, 0.054, -1.0045776, 0.054, -0.1789551, 0.054, 1.6030535, 0.054, 0.8244275, 0.054, -3.7709923
0.0071471, -0.0162814, 0.06075, -0.0471802, 0.06075, -1.0009155, 0.06075, -0.1784058, 0.06075, 1.5877863, 0.06075, 1.2061069, 0.06075, -3.8167939
0.0079412, -0.0142672, 0.0675, -0.0488892, 0.0675, -1.0023193, 0.0675, -0.1793823, 0.0675, 1.6412214, 0.0675, 1.1374046, 0.0675, -3.8396947
0.0087353, -0.011078, 0.07425, -0.0462646, 0.07425, -1.0032349, 0.07425, -0.1797485, 0.07425, 1.4045801, 0.07425, 0.7938932, 0.07425, -3.870229
0.0095294, -0.0102388, 0.081, -0.0466309, 0.081, -1.0041504, 0.081, -0.1810913, 0.081, 1.648855, 0.081, 0.5877863, 0.081, -3.740458
0.0103235, -0.0077211, 0.08775, -0.0480957, 0.08775, -1.0036011, 0.08775, -0.1809692, 0.08775, 1.5725191, 0.08775, 0.6412213, 0.08775, -3.8396947
0.0111176, 0.0011749, 0.0945, -0.0473633, 0.0945, -1.001709, 0.0945, -0.178772, 0.0945, 1.7709924, 0.0945, 0.8396947, 0.0945, -3.8396947
0.0119118, 0.0025177, 0.10125, -0.0492554, 0.10125, -1.0002441, 0.10125, -0.1766968, 0.10125, 1.5038168, 0.10125, 0.648855, 0.10125, -3.8549619
0.0127059, 0.0099031, 0.108, -0.0484009, 0.108, -1.0029907, 0.108, -0.1766357, 0.108, 1.2671756, 0.108, 0.3740458, 0.108, -3.8167939
0.0135, 0.0072175, 0.11475, -0.0460815, 0.11475, -1.0054321, 0.11475, -0.1747437, 0.11475, 1.4122137, 0.11475, 0.6412213, 0.11475, -3.610687
0.0142941, -0.0003357, 0.1215, -0.0479736, 0.1215, -1.0029907, 0.1215, -0.1717529, 0.1215, 1.2137405, 0.1215, 0.648855, 0.1215, -3.740458
0.0150882, -0.0045319, 0.12825, -0.0489502, 0.12825, -0.9997559, 0.12825, -0.1708984, 0.12825, 1.259542, 0.12825, 0.4274809, 0.12825, -3.5954199
0.0158824, -0.0119173, 0.135, -0.0457764, 0.135, -1.0065308, 0.135, -0.1716309, 0.135, 1.0534351, 0.135, 0.1145038, 0.135, -3.7175572
0.0166765, -0.0176242, 0.14175, -0.0467529, 0.14175, -1.0061035, 0.14175, -0.1698608, 0.14175, 1.0839695, 0.14175, 0.0534351, 0.14175, -3.8167939
0.0174706, -0.0162814, 0.1485, -0.0495605, 0.1485, -1.001709, 0.1485, -0.1749268, 0.1485, 0.9923664, 0.1485, -0.1145038, 0.1485, -3.9465649
0.0182647, -0.0208133, 0.15525, -0.0448608, 0.15525, -1.0025024, 0.15525, -0.1749268, 0.15525, 1.0305344, 0.15525, -0.1984733, 0.15525, -3.8854961
0.0190588, -0.0219883, 0.162, -0.0428467, 0.162, -1.0041504, 0.162, -0.1768799, 0.162, 0.961832, 0.162, -0.1908397, 0.162, -4.0152674
0.0198529, -0.0253452, 0.16875, -0.0438232, 0.16875, -1.0047607, 0.16875, -0.1751099, 0.16875, 1.1603054, 0.16875, 0.1908397, 0.16875, -3.8473282
0.0206471, -0.0290379, 0.1755, -0.0484009, 0.1755, -1.0026245, 0.1755, -0.1763306, 0.1755, 1.0076336, 0.1755, 0.0992366, 0.1755, -4.0229006
